Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork,PerformanceRating,TotalWorkingYears,MonthlyIncome
no,non_travel,805.0,47,2,unknown,"972,0",47,female,57.0,3,2,laboratory_technician,2,unknown,23163,1,unknown,12,2,0,5,2.0,9,0,8,1978,yes,3.0,8.389917828229258,4447.0
no,travel_rarely,903.0,2,5,unknown,unknown,1,female,41.0,4,3,sales_executive,3,single,2560,0,no,18,4,0,3,3.0,8,0,7,1984,no,3.0,9.0,4315.2
no,non_travel,1229.0,8,4,technical_degree,"990,0",1,female,84.0,3,2,sales_executive,4,divorced,25952,4,no,13,4,2,3,3.0,7,0,7,1987,yes,3.1504508368916615,12.0,5288.6
no,unknown,566.0,7,2,medical,unknown,4,female,66.0,3,3,manufacturing_director,3,unknown,24208,6,unknown,13,2,1,3,3.0,8,0,7,1977,no,3.0,18.652627809942928,10845.0
no,travel_rarely,1441.0,17,3,technical_degree,"1013,0",3,male,56.0,3,3,manufacturing_director,3,unknown,13943,8,unknown,11,3,1,2,3.0,10,0,8,1969,true,3.1427422988325198,22.0,13628.8
no,travel_rarely,153.0,8,2,unknown,"1015,0",2,male,73.0,4,3,research_director,1,unknown,17802,0,yes,12,3,3,4,2.0,8,1,7,1993,true,3.0,11.557873824923,2849.8
no,unknown,1066.0,2,2,medical,"1018,0",4,female,32.0,4,2,manufacturing_director,4,married,3334,1,unknown,12,2,0,2,3.0,8,1,3,1997,no,3.0,10.034068770907675,5472.0
no,travel_frequently,135.0,18,4,medical,"1034,0",3,female,62.0,3,2,healthcare_representative,2,married,12992,3,unknown,14,4,2,3,3.0,8,6,7,1968,yes,3.0,11.498566147166597,6385.0
no,non_travel,145.0,1,3,life_sciences,unknown,4,male,95.0,3,2,sales_executive,3,married,24920,0,unknown,12,1,1,3,3.0,18,0,13,1973,true,3.0,11.437612258559982,6347.0
no,non_travel,1109.0,29,4,unknown,"1046,0",4,male,69.0,3,1,laboratory_technician,3,single,11135,9,no,12,2,0,2,3.0,8,7,7,1991,yes,3.0,10.0,3475.6
no,travel_frequently,124.0,2,3,marketing,"1050,0",3,male,38.0,2,3,sales_executive,2,unknown,23537,2,unknown,12,1,1,2,3.0,15,6,12,1970,yes,3.0,30.0,7525.0
no,travel_rarely,300.0,26,3,unknown,unknown,3,female,74.0,3,2,sales_executive,1,married,22217,1,unknown,14,2,1,3,2.0,7,7,5,1983,no,3.0,8.0,4687.8
no,unknown,444.0,2,1,unknown,"1074,0",3,female,40.0,2,4,manager,1,single,17323,7,no,15,2,0,3,4.0,9,6,2,1968,true,3.0,11.557873824923,2849.8
yes,non_travel,1366.0,24,2,unknown,"1082,0",2,female,72.0,2,3,healthcare_representative,1,single,12355,1,no,12,1,0,2,2.0,10,1,9,1995,false,3.0,10.0,3475.6
no,travel_rarely,857.0,10,3,other,"1097,0",3,male,59.0,3,2,research_scientist,3,single,7909,3,no,13,4,0,4,4.0,8,1,7,1995,yes,3.0,7.127530714192268,3660.0
yes,unknown,1204.0,4,3,technical_degree,"1100,0",4,female,86.0,3,3,sales_executive,1,unknown,10333,0,unknown,22,1,0,2,3.0,8,4,7,1988,yes,4.0,9.0,7582.8
yes,travel_frequently,827.0,36,4,medical,"1101,0",36,male,54.0,2,2,research_scientist,3,single,3129,1,no,22,2,0,4,3.0,13,3,8,1990,yes,4.0,14.0,7556.6
yes,unknown,1219.0,4,1,technical_degree,"1106,0",4,female,32.0,3,1,laboratory_technician,4,married,4605,1,unknown,15,2,1,3,4.0,7,5,6,1998,yes,3.1543051059212326,7.0,3641.6
no,unknown,770.0,10,4,unknown,"1119,0",3,female,66.0,2,3,sales_executive,3,unknown,5569,0,yes,14,2,2,2,3.0,8,2,7,1985,true,3.0,9.0,8740.0
no,unknown,950.0,12,3,unknown,unknown,12,male,93.0,3,3,manufacturing_director,2,unknown,8039,0,unknown,17,2,3,3,2.0,9,1,7,1995,true,3.0,11.557873824923,2849.8
no,travel_frequently,1082.0,27,3,life_sciences,"1126,0",3,male,83.0,3,3,manufacturing_director,1,married,11535,8,no,11,3,1,1,3.0,8,0,1,1980,false,3.0,18.0,4061.2
yes,travel_frequently,203.0,2,3,life_sciences,unknown,1,female,84.0,3,4,healthcare_representative,4,unknown,13547,7,no,11,4,3,4,3.0,18,11,5,1984,no,3.0,21.0,5358.2
no,travel_rarely,1308.0,14,3,unknown,"1128,0",3,female,44.0,2,5,research_director,3,unknown,17544,1,no,14,1,0,2,3.0,20,4,9,1983,yes,3.150819495668517,11.52212657468347,6477.686121919585
no,travel_rarely,718.0,8,1,medical,unknown,2,female,79.0,2,2,manufacturing_director,4,married,17689,1,unknown,15,3,1,2,2.0,10,1,2,1994,yes,3.0,10.0,3475.6
no,unknown,593.0,32,4,unknown,unknown,2,male,88.0,3,3,research_director,3,unknown,13782,9,no,17,3,0,3,2.0,18,2,13,1983,no,3.0,20.0,13499.0
no,travel_rarely,1384.0,3,4,unknown,"1177,0",1,female,82.0,4,1,laboratory_technician,4,unknown,13421,1,unknown,22,2,1,2,3.0,8,0,7,1997,true,4.0,8.0,4005.8
no,travel_rarely,819.0,2,3,unknown,"1182,0",3,female,44.0,2,3,manufacturing_director,2,divorced,19588,2,no,18,2,1,2,4.0,7,6,4,1988,yes,3.0,15.0,5358.2
no,unknown,1223.0,7,2,medical,"1201,0",4,male,50.0,3,5,manager,3,divorced,18640,3,no,18,2,1,6,3.0,7,4,7,1970,no,3.0,26.0,4061.2
no,unknown,1361.0,17,4,life_sciences,"1218,0",3,female,94.0,3,2,sales_executive,1,unknown,21026,3,unknown,15,4,3,2,3.0,7,1,7,1988,yes,3.0,15.0,5358.2
no,unknown,1146.0,25,3,medical,"1220,0",2,male,66.0,3,2,sales_executive,3,unknown,4905,1,no,12,1,1,3,2.0,10,0,1,1990,yes,3.0,11.557873824923,2849.8
no,unknown,798.0,6,4,life_sciences,unknown,3,female,60.0,1,1,laboratory_technician,3,divorced,6865,1,no,14,3,1,4,3.0,7,1,7,1987,yes,3.0,11.557873824923,2849.8
no,travel_rarely,853.0,7,4,life_sciences,"1224,0",3,female,49.0,3,2,laboratory_technician,3,divorced,11309,1,unknown,13,1,3,4,2.0,10,8,9,1993,true,3.155345198061188,6.8564465533903185,3491.0
no,unknown,798.0,29,4,unknown,unknown,29,female,52.0,4,2,sales_executive,4,divorced,10893,0,unknown,18,2,1,3,3.0,11,1,9,1963,true,3.0,12.0,5220.0
no,unknown,1316.0,2,2,life_sciences,"1235,0",4,male,38.0,3,2,research_scientist,3,single,2338,4,yes,14,4,0,2,3.0,8,0,7,1991,no,3.0,10.0,3475.6
no,unknown,363.0,1,3,technical_degree,"1237,0",3,male,66.0,1,3,manufacturing_director,1,divorced,4235,2,yes,21,3,1,2,3.0,7,7,7,1987,yes,4.0,17.0,10252.0
no,travel_rarely,1103.0,14,3,unknown,unknown,1,female,42.0,3,1,research_scientist,1,unknown,14377,1,unknown,14,4,2,3,2.0,9,6,8,1996,yes,3.0,11.557873824923,2849.8
no,unknown,920.0,3,3,life_sciences,"1255,0",3,female,96.0,1,5,research_director,4,unknown,18625,3,no,14,2,1,2,3.0,8,0,7,1980,yes,3.0,32.920649892991236,19740.0
no,travel_rarely,694.0,1,3,unknown,"1264,0",4,male,66.0,2,4,research_director,4,divorced,3423,3,no,14,2,2,2,2.0,7,1,7,1994,true,3.0,9.0,4315.2
no,unknown,1429.0,24,4,unknown,"1283,0",24,female,67.0,3,3,manufacturing_director,4,single,20002,6,no,12,4,0,6,2.0,9,5,4,1964,false,3.0,11.557873824923,2849.8
no,travel_rarely,531.0,4,4,marketing,"1293,0",4,male,56.0,2,3,sales_executive,4,single,20364,3,no,14,4,0,3,4.0,21,15,17,1980,yes,3.0,23.0,4334.0
yes,travel_rarely,621.0,15,3,medical,"1295,0",1,male,73.0,3,3,healthcare_representative,4,married,14075,1,unknown,11,4,1,2,3.0,10,0,5,1979,yes,3.0,11.557873824923,2849.8
yes,unknown,806.0,7,3,technical_degree,unknown,2,male,39.0,3,1,laboratory_technician,3,divorced,17285,3,yes,13,1,2,2,3.0,7,7,7,1994,yes,3.0,10.0,3475.6
no,travel_rarely,604.0,8,3,unknown,unknown,3,female,56.0,4,2,sales_executive,4,married,11693,1,unknown,15,3,2,4,4.0,10,0,8,1991,false,3.0,11.216253399935962,6209.0
no,travel_rarely,325.0,10,4,technical_degree,unknown,4,male,63.0,3,3,healthcare_representative,3,married,5747,3,no,12,1,0,0,3.0,7,1,7,1987,true,3.0,12.635837384590008,7094.0
yes,unknown,1030.0,5,3,unknown,unknown,2,female,64.0,3,3,sales_executive,2,single,21534,9,yes,19,3,0,2,2.0,8,7,7,1971,yes,3.0,11.557873824923,2849.8
no,travel_rarely,524.0,33,2,unknown,"1322,0",1,female,32.0,3,2,manufacturing_director,3,single,13352,0,unknown,11,1,0,6,3.0,8,1,7,1984,true,3.0,8.529470152144402,4534.0
no,unknown,943.0,9,3,unknown,"1344,0",4,female,86.0,3,3,healthcare_representative,4,unknown,5494,0,unknown,11,4,1,0,2.0,9,1,6,1989,true,3.1472192918683226,10.0,8500.0
no,unknown,1009.0,2,2,life_sciences,"1355,0",2,male,31.0,3,2,sales_executive,1,unknown,19461,3,unknown,15,4,1,3,3.0,7,1,7,1985,true,3.0,11.0,4061.2
no,travel_frequently,607.0,12,3,marketing,"1362,0",12,male,83.0,4,2,sales_executive,1,married,2261,2,no,16,4,1,2,2.0,15,6,13,1987,yes,3.0,8.697895370662678,4639.0
no,unknown,817.0,1,3,unknown,"1369,0",4,male,60.0,2,2,laboratory_technician,4,unknown,10846,0,no,12,2,1,0,3.0,9,0,0,1988,no,3.0,10.0,5363.0
yes,unknown,798.0,13,4,unknown,unknown,1,female,85.0,4,4,sales_executive,3,unknown,9277,6,unknown,17,3,0,2,2.0,19,3,8,1968,true,3.0,11.557873824923,2849.8
no,unknown,798.0,29,3,unknown,"1377,0",2,female,86.0,3,2,laboratory_technician,3,unknown,17491,4,unknown,13,1,2,1,3.0,8,7,7,1989,no,3.0,10.0,3475.6
no,unknown,930.0,6,3,medical,"1402,0",1,male,73.0,2,2,research_scientist,3,single,20003,1,yes,14,1,0,3,1.0,20,1,8,1980,false,3.0,20.0,4081.0
no,travel_rarely,1147.0,10,3,human_resources,"1408,0",3,male,31.0,3,4,manager,1,married,16616,0,unknown,14,3,1,5,3.0,20,0,9,1981,false,3.0,21.0,5358.2
no,travel_rarely,652.0,7,3,unknown,"1417,0",3,female,100.0,4,1,laboratory_technician,1,single,23577,0,no,12,4,0,2,3.0,7,0,7,1997,true,3.0,8.0,3578.0
yes,unknown,337.0,14,1,other,"1421,0",3,male,84.0,3,3,healthcare_representative,4,single,22930,0,yes,12,1,0,1,3.0,8,7,7,1994,yes,3.0,11.557873824923,2849.8
no,unknown,971.0,1,3,unknown,"1422,0",4,male,54.0,3,4,research_director,4,unknown,5652,6,unknown,19,4,0,3,2.0,20,12,7,1969,no,3.0,29.0,17328.0
no,unknown,1136.0,1,4,unknown,"1424,0",2,female,81.0,4,4,research_director,4,divorced,12414,2,no,13,4,2,4,4.0,7,0,0,1968,true,3.0,31.0,4334.0
no,non_travel,663.0,9,4,other,unknown,3,female,81.0,3,2,laboratory_technician,3,unknown,23099,3,no,11,3,2,2,3.0,8,0,7,1983,yes,3.0,11.0,4061.2
no,unknown,326.0,8,2,unknown,unknown,1,female,31.0,3,3,sales_executive,4,divorced,8386,1,unknown,18,1,1,5,3.0,13,9,9,1992,true,3.143605477244565,13.0,10793.0
yes,unknown,377.0,9,3,marketing,"1457,0",1,female,52.0,3,3,sales_executive,4,divorced,15986,4,no,11,1,1,1,4.0,7,4,3,1977,yes,3.0,28.0,4334.0
no,travel_rarely,1038.0,20,3,medical,"1460,0",2,female,95.0,1,3,healthcare_representative,1,unknown,19863,2,yes,18,2,1,2,3.0,7,0,7,1978,false,3.0,18.662252108143974,10851.0
no,travel_rarely,1490.0,7,4,life_sciences,"1484,0",3,female,35.0,3,3,healthcare_representative,2,divorced,20948,3,unknown,14,2,2,3,3.0,8,0,7,1974,no,3.0,29.0,10466.0
no,travel_rarely,1246.0,19,3,unknown,"1497,0",3,female,77.0,2,2,sales_executive,3,unknown,23757,1,unknown,14,3,2,3,3.0,10,0,4,1994,yes,3.0,10.0,3475.6
yes,unknown,224.0,1,4,technical_degree,"1522,0",1,female,100.0,2,1,research_scientist,1,single,7568,6,no,13,3,0,2,1.0,9,0,7,1994,yes,3.0,5.045474203366331,2362.0
no,unknown,441.0,8,1,other,"1544,0",3,male,39.0,1,2,healthcare_representative,1,unknown,7288,3,no,13,3,1,3,3.0,7,0,7,1994,yes,3.0,9.0,4315.2
no,travel_rarely,898.0,6,2,unknown,unknown,3,female,38.0,3,4,manager,4,single,17381,1,yes,21,4,0,2,3.0,21,7,7,1983,yes,4.0,21.0,3611.4
no,unknown,798.0,16,4,life_sciences,unknown,3,male,96.0,3,2,sales_executive,3,divorced,13693,8,no,14,3,1,2,3.0,8,7,7,1975,yes,3.0,18.0,6439.0
yes,unknown,607.0,2,5,unknown,"1572,0",3,male,78.0,2,3,manufacturing_director,4,married,14618,0,unknown,16,2,1,4,3.0,33,1,9,1970,yes,3.0,11.557873824923,2849.8
no,unknown,1313.0,7,3,medical,"1608,0",2,male,31.0,3,5,research_director,4,unknown,3549,0,yes,14,4,1,4,2.0,22,1,10,1979,no,3.150819495668517,11.52212657468347,6477.686121919585
no,unknown,1015.0,5,5,unknown,"1611,0",3,male,50.0,1,2,laboratory_technician,1,unknown,23447,1,unknown,14,1,0,3,3.0,10,1,4,1978,false,3.0,10.0,5769.0
no,non_travel,798.0,26,3,marketing,"1612,0",1,female,52.0,2,2,sales_executive,1,unknown,24162,1,unknown,15,1,1,2,3.0,10,4,5,1978,no,3.1540703755139123,10.0,4385.0
no,travel_frequently,426.0,10,4,unknown,"1615,0",3,female,42.0,4,2,manufacturing_director,4,unknown,17000,1,unknown,13,1,1,3,3.0,9,7,2,1989,yes,3.0,9.0,4315.2
no,unknown,1387.0,10,5,medical,unknown,2,female,76.0,3,2,manufacturing_director,1,unknown,3835,2,unknown,13,4,3,3,3.0,7,7,7,1984,no,3.0,11.557873824923,2849.8
no,unknown,1302.0,36,3,unknown,"1619,0",36,female,66.0,2,1,laboratory_technician,1,divorced,16290,1,no,11,1,2,3,3.0,7,0,7,1996,yes,3.0,7.0,4066.0
no,travel_rarely,1329.0,2,2,unknown,"1635,0",4,male,59.0,2,2,manufacturing_director,4,divorced,5388,1,unknown,19,1,2,3,3.0,10,3,9,1978,yes,3.0,10.0,3475.6
no,unknown,602.0,1,5,unknown,"1642,0",1,female,37.0,3,2,human_resources,4,married,10503,4,yes,11,3,0,3,3.0,10,0,2,1979,true,3.0,14.0,4061.2
no,unknown,772.0,2,1,life_sciences,"1653,0",4,female,77.0,4,2,manufacturing_director,3,divorced,4973,1,unknown,17,3,2,6,3.0,7,0,7,1998,false,3.0,7.0,5206.0
no,unknown,809.0,1,3,unknown,unknown,3,female,36.0,3,4,manager,3,single,22384,4,unknown,14,1,0,2,3.0,8,0,0,1974,true,3.0,23.0,4334.0
yes,travel_frequently,798.0,7,2,unknown,"1691,0",4,male,95.0,3,1,sales_representative,3,unknown,11740,2,unknown,11,3,2,3,3.0,9,7,7,1975,no,3.15756209788927,19.0,2655.0
no,unknown,786.0,7,3,medical,"1693,0",4,female,76.0,3,1,laboratory_technician,4,unknown,11925,1,no,20,3,0,5,3.0,7,5,7,1997,yes,4.0,7.0,2570.0
no,travel_rarely,921.0,2,3,life_sciences,"1703,0",3,male,96.0,4,3,healthcare_representative,4,unknown,14810,1,unknown,19,2,1,2,3.0,8,6,7,1979,yes,3.150819495668517,11.52212657468347,6477.686121919585
no,unknown,530.0,2,4,unknown,unknown,3,male,51.0,3,2,sales_representative,4,single,7439,3,unknown,15,3,0,2,2.0,13,6,7,1987,yes,3.154351143679034,17.0,4502.0
no,unknown,717.0,13,4,unknown,"1727,0",3,female,34.0,3,2,healthcare_representative,2,single,9697,6,no,14,4,0,3,3.0,10,0,9,1977,true,3.0,19.0,4061.2
no,unknown,1370.0,27,4,life_sciences,"1728,0",4,female,49.0,3,2,manufacturing_director,3,married,5151,2,unknown,16,2,1,3,3.0,7,0,7,1988,yes,3.0,17.0,4334.0
no,travel_frequently,1312.0,2,4,unknown,"1745,0",4,male,78.0,2,1,research_scientist,1,unknown,26427,0,unknown,16,4,0,2,3.0,9,0,7,1993,false,3.0,10.0,4968.0
no,unknown,979.0,15,2,marketing,"1754,0",3,female,94.0,2,3,sales_executive,1,unknown,3088,2,no,11,1,1,2,3.0,7,1,7,1993,yes,3.0,11.557873824923,2849.8
no,non_travel,1283.0,2,3,marketing,"1756,0",4,male,62.0,3,2,sales_executive,2,unknown,10697,8,no,15,4,0,2,2.0,11,1,7,1990,true,3.0,13.0,5147.0
no,unknown,953.0,5,4,unknown,"1764,0",2,female,65.0,3,1,research_scientist,2,single,17674,2,no,14,2,0,3,3.0,7,0,7,1991,yes,3.0,12.0,2718.0
no,travel_rarely,244.0,2,3,life_sciences,"1778,0",2,female,97.0,3,1,human_resources,4,unknown,5033,0,no,13,2,0,5,3.0,9,1,8,1980,false,3.0,6.933440700471206,3539.0
no,travel_rarely,196.0,29,4,marketing,unknown,1,male,91.0,2,2,sales_executive,4,unknown,13402,1,unknown,14,1,2,3,3.0,12,5,7,1992,yes,3.0,10.027652572106978,5468.0
yes,unknown,303.0,27,3,unknown,"1797,0",3,female,84.0,3,2,sales_executive,4,unknown,13492,1,unknown,18,4,0,2,3.0,10,7,7,1988,false,3.0,10.581049718667032,5813.0
no,non_travel,1180.0,2,2,medical,"1804,0",2,female,90.0,3,2,manufacturing_director,4,divorced,24442,2,no,14,3,1,6,3.0,7,1,7,1988,no,3.0,15.0,5358.2
no,unknown,1092.0,10,3,medical,"1816,0",1,male,64.0,3,3,manufacturing_director,3,single,2739,9,no,14,2,0,3,3.0,7,0,2,1993,false,3.0,9.0,9667.0
yes,travel_rarely,261.0,19,2,medical,"1821,0",4,male,66.0,3,2,healthcare_representative,2,married,10842,4,no,22,4,1,2,4.0,9,3,7,1977,no,4.0,13.0,5206.4
no,non_travel,589.0,2,4,unknown,unknown,3,male,67.0,3,2,sales_executive,3,married,19665,4,unknown,22,2,2,3,4.0,8,5,7,1978,false,4.0,10.0,5154.0
no,travel_frequently,1422.0,2,4,life_sciences,"1849,0",1,female,92.0,3,2,sales_executive,4,married,19246,1,unknown,20,3,1,5,3.0,7,7,7,1980,no,4.0,7.0,5675.0
yes,unknown,798.0,10,3,life_sciences,"1869,0",3,male,64.0,3,3,sales_executive,2,unknown,14011,5,unknown,21,3,3,2,3.0,8,0,7,1977,yes,4.0,14.0,7314.0
no,travel_rarely,1137.0,1,4,unknown,unknown,1,female,98.0,3,4,manager,1,unknown,18991,2,unknown,11,1,1,3,3.0,19,11,16,1983,true,3.0,22.0,4061.2
no,travel_rarely,511.0,2,2,unknown,"1898,0",1,male,89.0,4,2,sales_executive,3,single,26997,0,no,14,2,0,5,2.0,8,0,7,1996,false,3.0,9.0,4315.2
no,unknown,1396.0,6,3,medical,"1911,0",3,female,83.0,3,3,research_director,1,married,14842,9,no,13,2,1,3,4.0,13,5,7,1981,yes,3.0,18.0,4061.2
no,travel_frequently,1096.0,6,3,other,unknown,3,female,61.0,4,1,laboratory_technician,4,married,7102,0,no,18,1,1,3,3.0,7,7,7,1997,true,3.0,8.0,4687.8
no,travel_frequently,798.0,1,2,life_sciences,"1927,0",3,female,42.0,2,2,sales_executive,4,married,19255,1,unknown,12,3,1,2,3.0,7,0,7,1995,true,3.0,7.0,4825.8
no,unknown,1169.0,14,4,unknown,"1934,0",3,female,64.0,3,2,research_scientist,2,married,2125,8,unknown,18,3,1,4,4.0,8,1,7,1976,no,3.0,11.557873824923,2849.8
no,travel_rarely,1239.0,13,4,medical,"1951,0",4,female,39.0,3,3,sales_executive,3,divorced,22914,1,no,18,3,1,2,2.0,8,1,1,1989,yes,3.0,9.0,4315.2
no,unknown,157.0,1,3,medical,"1952,0",3,female,95.0,3,1,laboratory_technician,1,single,20006,0,no,13,4,0,6,3.0,7,7,6,1997,yes,3.0,8.0,4687.8
no,travel_rarely,954.0,9,3,unknown,"1965,0",4,female,44.0,3,2,sales_executive,4,unknown,5099,1,unknown,14,1,0,5,3.0,7,0,7,1996,no,3.0,11.557873824923,2849.8
yes,travel_frequently,754.0,26,4,marketing,"1967,0",1,female,63.0,3,2,sales_executive,4,unknown,21075,1,yes,11,3,0,4,3.0,10,0,8,1992,yes,3.0,10.0,3475.6
no,travel_frequently,1303.0,7,2,life_sciences,unknown,4,female,66.0,3,2,healthcare_representative,3,divorced,18079,1,unknown,20,3,3,2,3.0,9,2,8,1990,yes,3.1527633983094043,9.0,7050.6
no,unknown,697.0,10,3,unknown,"1979,0",3,male,40.0,3,3,research_director,3,married,26862,4,no,20,3,1,2,4.0,11,4,8,1992,yes,4.0,13.0,5206.4
no,unknown,1395.0,9,4,medical,"2008,0",2,female,48.0,3,2,research_scientist,3,unknown,18698,1,no,19,2,0,5,3.0,10,0,8,1988,yes,3.0,10.0,5098.0
no,travel_rarely,501.0,15,2,unknown,"2009,0",2,male,95.0,3,2,healthcare_representative,4,married,21653,0,yes,13,1,1,6,3.0,9,8,1,1990,yes,3.150819495668517,11.52212657468347,6477.686121919585
no,travel_rarely,116.0,24,1,life_sciences,"2014,0",1,female,52.0,3,2,research_scientist,4,single,5340,7,no,13,1,0,2,3.0,7,1,7,1984,false,3.150819495668517,11.52212657468347,6477.686121919585
no,travel_rarely,557.0,46,3,unknown,unknown,46,male,94.0,2,3,sales_executive,4,married,12695,0,no,19,3,2,2,3.0,9,3,4,1987,yes,3.0,10.0,3475.6
no,travel_rarely,582.0,28,4,life_sciences,"2034,0",1,male,60.0,2,4,manufacturing_director,2,married,5640,0,no,23,3,1,3,3.0,20,0,10,1982,yes,3.1395255358212517,21.0,13570.0
no,unknown,704.0,28,3,marketing,"2035,0",4,male,95.0,2,2,sales_executive,3,married,8978,1,no,21,4,2,2,3.0,8,1,7,1989,false,4.0,8.0,6712.0
no,travel_rarely,798.0,10,2,unknown,unknown,1,male,100.0,3,2,sales_executive,4,married,5982,1,no,11,3,1,1,3.0,10,1,9,1985,yes,3.0,10.0,3475.6
no,travel_rarely,613.0,6,1,unknown,"2062,0",4,female,42.0,2,3,healthcare_representative,1,unknown,21457,4,unknown,15,1,1,5,3.0,7,1,7,1984,yes,3.0,17.282769365994277,9991.0
no,travel_rarely,419.0,7,4,unknown,"28,0",1,male,53.0,3,3,research_director,2,single,21293,0,no,11,3,0,4,3.0,12,2,11,1989,no,3.150819495668517,11.52212657468347,6477.686121919585
no,travel_rarely,477.0,7,4,medical,unknown,1,male,42.0,2,3,healthcare_representative,4,married,2094,3,unknown,14,4,1,4,3.0,22,5,17,1979,true,3.1452601621865552,24.0,10248.0
no,unknown,1211.0,5,4,unknown,"62,0",1,female,98.0,3,2,sales_executive,4,single,20445,4,unknown,21,3,0,4,3.0,9,0,8,1977,yes,3.1489091292798332,14.0,4974.2
no,travel_frequently,857.0,10,3,life_sciences,"199,0",4,female,91.0,2,4,manager,1,divorced,12888,4,unknown,13,2,1,2,2.0,7,7,7,1982,no,3.0,11.557873824923,2849.8
no,unknown,505.0,2,4,unknown,"343,0",3,male,64.0,3,3,healthcare_representative,3,single,6420,0,no,25,4,0,1,3.0,19,11,8,1984,no,4.0,20.0,10938.0
no,travel_rarely,269.0,2,3,medical,"351,0",4,male,56.0,2,1,laboratory_technician,1,divorced,8007,0,yes,11,3,1,4,3.0,9,7,8,1981,true,3.0,10.0,2593.0
no,travel_frequently,553.0,5,4,unknown,"428,0",4,male,74.0,3,3,manager,2,married,23364,6,unknown,11,2,2,2,3.0,10,8,8,1990,true,3.1417311179988,12.0,11878.0
no,travel_rarely,1296.0,5,4,technical_degree,"464,0",3,female,62.0,3,3,manufacturing_director,2,single,18264,0,no,13,4,0,5,3.0,16,0,13,1988,yes,3.0,17.0,8095.0
yes,travel_rarely,1277.0,15,1,medical,unknown,2,female,56.0,3,3,manager,3,married,24619,7,unknown,12,4,0,2,4.0,7,7,7,1990,true,3.0,15.0,5358.2
no,travel_rarely,302.0,6,3,life_sciences,unknown,2,male,75.0,3,4,manufacturing_director,3,single,20364,7,no,15,3,0,3,3.0,20,5,13,1983,false,3.0,22.0,4061.2
no,travel_rarely,427.0,10,4,human_resources,"731,0",2,female,73.0,2,5,manager,4,divorced,8861,3,no,15,2,3,2,2.0,21,12,6,1982,no,3.0,23.0,4334.0
no,unknown,975.0,7,3,unknown,"764,0",4,male,55.0,2,2,healthcare_representative,1,unknown,23398,8,no,19,1,0,2,1.0,7,0,7,1996,false,3.0,11.557873824923,2849.8
no,travel_rarely,621.0,3,4,marketing,unknown,3,female,31.0,2,4,manager,1,unknown,10084,1,unknown,11,1,0,3,4.0,34,1,16,1971,yes,3.0,28.294570557689234,16856.0
no,travel_rarely,1318.0,26,4,marketing,"851,0",1,male,66.0,3,4,manager,3,married,5594,2,no,14,3,1,2,2.0,20,4,17,1972,false,3.0,11.557873824923,2849.8
no,travel_rarely,249.0,2,2,marketing,"903,0",3,male,35.0,3,2,sales_executive,4,unknown,17783,0,unknown,22,1,1,2,3.0,7,7,7,1976,yes,4.0,8.0,4537.0
no,non_travel,881.0,2,4,unknown,"905,0",1,female,98.0,3,4,manager,1,divorced,4544,1,unknown,11,4,1,3,3.0,31,14,7,1973,false,3.0,31.0,17924.0
no,travel_rarely,1137.0,21,1,life_sciences,"942,0",4,male,51.0,3,2,healthcare_representative,4,married,19170,1,unknown,25,4,1,2,1.0,10,0,7,1988,true,4.0,10.0,4014.0
no,travel_rarely,466.0,1,1,unknown,"1026,0",4,male,65.0,2,4,manufacturing_director,4,married,7060,1,no,16,3,1,3,3.0,21,11,8,1984,true,3.0,21.69551009117313,12742.0
no,travel_frequently,945.0,22,3,medical,unknown,4,male,82.0,3,3,manufacturing_director,1,single,5083,1,unknown,13,3,0,2,3.0,21,2,8,1984,no,3.0,11.557873824923,2849.8
no,unknown,509.0,7,2,unknown,"1085,0",2,male,43.0,4,1,research_scientist,3,unknown,18863,1,no,13,3,0,3,3.0,10,0,8,1982,false,3.0,6.671980599342834,3376.0
yes,unknown,1376.0,1,2,medical,unknown,2,female,91.0,2,3,human_resources,1,married,2326,9,no,14,4,1,1,3.0,20,3,6,1979,yes,3.144870574440974,24.0,10482.0
no,unknown,469.0,2,2,medical,"1109,0",4,female,35.0,3,4,manager,1,unknown,14399,0,no,17,4,1,3,3.0,22,13,7,1981,false,3.0,23.0,4334.0
no,travel_rarely,994.0,7,4,life_sciences,"1118,0",2,female,87.0,3,3,healthcare_representative,2,single,15322,7,unknown,19,4,0,4,3.0,8,4,0,1971,yes,3.0,18.0,4061.2
no,unknown,433.0,1,3,unknown,"1152,0",3,female,37.0,4,1,human_resources,3,unknown,6004,1,no,13,4,1,2,4.0,7,5,0,1985,yes,3.0,7.0,4825.8
no,unknown,991.0,1,2,life_sciences,unknown,4,male,44.0,3,1,human_resources,1,unknown,22957,6,unknown,12,3,0,3,4.0,7,5,7,1977,true,3.0,10.0,3475.6
